1 3.54608e-01 1 1
2 1.82518e-01 1.94287 0.971433
3 1.38129e-01 2.56722 0.855741
4 1.19904e-01 2.95743 0.739358
5 1.12570e-01 3.15011 0.630022
6 9.44504e-02 3.75444 0.625739
7 8.07419e-02 4.39187 0.62741
8 7.09710e-02 4.99652 0.624565
