1 3.54684e-01 1 1
2 1.84715e-01 1.92017 0.960084
3 1.36215e-01 2.60385 0.867951
4 1.16233e-01 3.05149 0.762873
5 1.12848e-01 3.14302 0.628605
6 9.40880e-02 3.7697 0.628284
7 8.11228e-02 4.37219 0.624598
8 7.09815e-02 4.99685 0.624606
